Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Total IDA and IBRD Commitment $US,Grant Amount $US,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2,
,Western and Central Africa,Republic of Senegal,Active,Improving Youth Employability Through Informal Apprenticeship,The project development objectives are to strengthen the apprenticeship system and improve the employability of selected apprentices .,"Ministry of Employment, Professional Training, Apprenticeship and Economic Insertion",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167681,"November 21, 2018","March 31, 2024",,IDA,0,,,0,,Republic of Senegal,Investment Project Financing,C,,Public Administration - Social Protection,Workforce Development and Vocational Education,Social Protection,,,P167681
,Western and Central Africa,Republic of Cabo Verde,Closed,Cabo Verde Education and Skills Development Enhancement Project,The Project Development Objective is to strengthen foundational skills in education and improve the relevance of training programs t o the recipient’s strategic development plan.,"Project Management Unit (UGPE), Fund to Promote Employment and Training (FPEF), Directorate of Employment, Vocational Training, and Professional Internships",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164294,"October 31, 2018","January 31, 2023",,IDA,10000000,,,10000000,,Ministry of Education,Investment Project Financing,C,,Primary Education,Workforce Development and Vocational Education,Public Administration - Education,,,P164294
,Eastern and Southern Africa,Somali Democratic Republic,Closed,Somalia Inclusive Community Resilience and GBV Pilot,The Project Development Objective is to increase access to financial resources and to improve access to GBV prevention and response services for vulnerable women in targeted communities.,International Rescue Committee,No,https://projects.worldbank.org/en/projects-operations/project-detail/P157591,"October 30, 2018","August 31, 2020",,Grants,1200000,,,1200000,"600,000",Ministry of Women Development and Family Affairs,Investment Project Financing,,,Health,Public Administration - Social Protection,Social Protection,,,P157591
,Eastern and Southern Africa,Republic of Rwanda,Active,Rwanda Public Finance Management Reform Project,"To improve budget reliability and control of funds for service delivery, enhance budget transparency and increase professionalizatio n of the public finance officials.",Ministry of Finance and Economic Planning,TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P164807,"October 23, 2018","December 31, 2024",,IDA,20000000,,,20000000,,Republic of Rwanda,Investment Project Financing,C,,Central Government (Central Agencies),ICT Services,,,,P164807
,Western and Central Africa,Republic of Ghana,Active,Public Sector Reform for Results Project,The objective of the project is to improve efficiency and accountability in the delivery of selected services by Selected Entities.,Office of the Senior Presidential Advisor,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164665,"October 23, 2018","December 31, 2023",,IDA,35000000,,,35000000,,Ministry of Finance,Investment Project Financing,C,,Central Government (Central Agencies),ICT Services,,,,P164665
,Europe and Central Asia,Republic of Albania,Active,Second MDTF for Capacity Building Support to Implement the IPS,"Strengthen the implementation of the Integrated Planning System, by creating the conditions for introducing a performance orientati on in the policy planning and budgetary processes and by improving institutional capacity to monitor results at the strategy and pro gram levels.",Ministry of Finance,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P159520,"October 8, 2018",,,Grants,1686000,,,1686000,,Ministry of Finance,Investment Project Financing,C,,Central Government (Central Agencies),,,,,P159520
,South Asia,People's Republic of Bangladesh,Active,Sustainable Forests & Livelihoods (SUFAL) Project,To improve collaborative forest management and increase benefits for forest dependent communities in targeted sites.,"Bangladesh Forest Department (BFD), Public Works Department, Ministry of Housing and Public Works, Bangladesh National Herbarium, Bangladesh Forest Research Institute",TBD,https://projects.worldbank.org/en/projects-operations/project-detail/P161996,"October 5, 2018","December 31, 2024",,Other,0,,,0,,Government of Bangladesh,Investment Project Financing,B,,Forestry,"Public Administration - Agriculture, Fishing & Forestry",ICT Services,,,P161996
,South Asia,Republic of India,Active,Jharkhand Power System Improvement Project,The project development objectives (PDO) are to increase the transmission capacity of electricity network in the state of Jharkhand and strengthen the institutional capacity of state-owned power transmission and distribution utilities.,"Jharkhand Urja Sancharan Nigam Ltd., Jharkhand Bijli Vitran Nigam Ltd.",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P162086,"October 1, 2018","May 31, 2024",,Other,465200000,,,465200000,,Government of India,Investment Project Financing,B,,Energy Transmission and Distribution,Public Administration - Energy and Extractives,,,,P162086
,East Asia and Pacific,Samoa,Active,SAMOA - Pacific Resilience Project under Pacific Resilience Program Additional Finance,"To strengthen early warning, resilient investments and financial protection of Samoa.","Ministry of Natural Resources and Environment, Ministry of Finance",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P167152,"October 1, 2018",,,Other,2900000,,,2900000,,Independent State of Samoa,Investment Project Financing,,,Other Public Administration,,,,,P167152
,South Asia,Islamic  Republic of Afghanistan,Active,Women's Economic Empowerment Rural Development Project,To increase social and economic empowerment of poor rural women in selected communities.,Ministry of Women Affairs (MOWA),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164443,"September 28, 2018","June 30, 2023",,Grants,100000000,,,100000000,"75,000,000",Ministry of Finance,Investment Project Financing,B,,Social Protection,"Agricultural Extension, Research, and Other Support Activities","Agricultural markets, commercialization and agri-business",,,P164443
,South Asia,Islamic  Republic of Afghanistan,Active,EQRA,"The Project Development Objectives (PDO) are “to increase equitable access to primary and secondary education, particularly for girl s, in selected lagging provinces, and to improve learning conditions in Afghanistan”.","Ministry of Education, Ministry of Rural Rehabilitation and Development",Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P159378,"September 28, 2018","December 31, 2023",,Grants,273000000,,,273000000,"173,000,000",Islamc Republic of Afghanistan,Investment Project Financing,B,,Secondary Education,Primary Education,Public Administration - Education,,,P159378
,Western and Central Africa,Central African Republic,Closed,CAR Health System Support and Strengthening (SENI) Project,To increase utilization and improve the quality of essential health services in targeted areas in the territory of the Recipient.,Ministry of Public Health and Population,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164953,"September 27, 2018","January 31, 2023",,Grants,54000000,,,54000000,"10,000,000",Central African Republic,Investment Project Financing,B,,Health,Public Administration - Health,,,,P164953
,Western and Central Africa,Burkina Faso,Active,Strengthening Climate Resilience in Burkina Faso,"The Project Development Objective is to improve the country’s hydro-meteorological, climate and early warning services, and improve access to such services by targeted sectors and communities.",Ministère des Transports de la Mobilité Urbaine et de la Sécurité Routière (MTMUSR),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164078,"September 26, 2018","January 19, 2025",,Grants,33000000,,,33000000,"22,500,000",Burkina Faso,Investment Project Financing,B,,Other Public Administration,Social Protection,,,,P164078
,South Asia,Nepal,Active,Food and Nutrition Security Enhancement Project,"The Project Development Objective (PDO) is to enhance climate resilience, improve agricultural productivity and nutrition practices of targeted smallholder farming communities in selected areas of Nepal.",Ministry of Agriculture and Livestock Development (MoALD),Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P164319,"September 25, 2018","June 30, 2023",,Grants,0,,,0,"22,700,000",Nepal,Investment Project Financing,B,,"Agricultural markets, commercialization and agri-business","Agricultural Extension, Research, and Other Support Activities",Health,,,P164319
,Western and Central Africa,Republic of Ghana,Active,Ghana Secondary Cities Support Program,to improve urban management and basic urban services in participating municipal assemblies,"Ministry of Local Government, Decentralization and Rural Development",No,https://projects.worldbank.org/en/projects-operations/project-detail/P164451,"September 25, 2018","December 31, 2025",,Other,261000000,,,261000000,,Ministry of Finance,Program-for-Results Financing,,,Sub-National Government,,,,,P164451
,Middle East and North Africa,Arab Republic of Egypt,Active,AF to Sustainable Rural Sanitation Services Program,To strengthen institutions and policies for increasing access and improving rural sanitation services in selected governorates in th e Arab Republic of Egypt.,,Yes,https://projects.worldbank.org/en/projects-operations/project-detail/P166597,"September 21, 2018",,,Other,694000000,,,694000000,"300,000,000",,Program-for-Results Financing,,,Sanitation,Water Supply,"Public Administration - Water, Sanitation and Waste Management",,,P166597
